ACRES,BOROUGH,LOCATION,SIGNNAME,TYPECATEGORY,URL,ZIPCODE
0.066,B,Keap St. bet. S. 4 St. and S. 3 St.,Keap Fourth Community Garden,Garden,,11211
0.045,B,"Ave U, 86 St.  and W. 12 St.",Meucci Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B242/,11223
0.227,M,"8 Ave. To Greenwich Ave., Horatio St.",Jackson Square,Triangle/Plaza,http://www.nycgovparks.org/parks/M044/,10014
0.122,M,W. 52 Street bet. 11 Ave. and 10 Ave.,Oasis Garden,Garden,,10019
0.002,Q,"Northern Blvd., 34 Ave. bet. 47 St. and 48 St.",Dwyer Square,Triangle/Plaza,http://www.nycgovparks.org/parks/Q232/,11101
9.404,Q,"Rockaway Frwy. bet. Beach 108 St. and Regina Ave., Beach Channel Dr.",Rockaway Freeway,Parkway,http://www.nycgovparks.org/parks/Q219/,11691116921169311694
0.54,Q,34 Ave. bet. 96 St. and Junction Blvd.,Junction Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q122/,11372
3.009,Q,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",Lawrence Virgilio Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q031/,11377
1.581,B,Ave. L bet. E. 17 St. and E. 18 St.,Kolbert Playground,Playground,http://www.nycgovparks.org/parks/B150/,11230
1.53,R,Billiou St. and Comely St. bet. Huguenot Ave. and Kingdom Ave.,Huguenot Ponds Park,Nature Area,http://www.nycgovparks.org/parks/R131/,10312
1.375,R,Preston Ave. bet. Koch Blvd. and Osborne St.,Lieutenant John H. Martinson Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/R090/,10312
0.057,B,Sumpter St. bet. Howard Ave. and Saratoga Ave.,Sumpter Community Garden,Garden,http://www.nycgovparks.org/parks/B525/,11233
1.22,B,Emmons Ave. bet. Ocean Ave. and E. 26 St.,Sheepshead Bay Piers,Waterfront Facility,http://www.nycgovparks.org/parks/B393/,11235
0.155,B,E. 27 St. and Emmons Ave.,Tucker Place,Triangle/Plaza,http://www.nycgovparks.org/parks/B240/,11235
0.013,B,Grand Ave. bet. Putnam Ave. and Fulton St.,Park,Triangle/Plaza,http://www.nycgovparks.org/parks/B537/,11238
0.312,B,"Concord St, Nassau St & Flatbush Ave Ext",Park,Triangle/Plaza,http://www.nycgovparks.org/parks/B233/,11201
3.449,B,Ave. S bet. E. 14 St. and E. 15 St.,Kelly Park Playground,Neighborhood Park,http://www.nycgovparks.org/parks/B051/,11229
2.618,X,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,P.O. Serrano Playground,Neighborhood Park,http://www.nycgovparks.org/parks/X151/,10473
0.123,M,St. Nicholas Ave. bet. W. 118 St. and W. 117 St.,TRUCE Garden,Garden,http://www.nycgovparks.org/parks/M387/,10026
7.047,B,"St. Mark's Ave., Park Pl. bet. Brooklyn Ave. and Kingston Ave.",Brower Park,Neighborhood Park,http://www.nycgovparks.org/parks/B012/,11213
0.005,B,Monitor St. bet. Engert Ave. and Meeker Ave.,Fidelity Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B031/,11222
0.366,M,"Laight St., Canal St., and Varick St.",Albert Capsouto Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M145/,10013
1.16,X,Bronx River Ave. bet. C St. and Cornell Ave.,Harding Park Beautification Project,Garden,http://www.nycgovparks.org/parks/X118A/,10473
0.437,B,18 Ave. bet. 83 St. and 82 St.,Garibaldi Playground,Playground,http://www.nycgovparks.org/parks/B158/,11214
0.019,B,"Ralph Ave., Ave. T and E. 61 St.",Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B229/,11234
0.367,B,Smith St. bet. Nelson St. and Huntington St.,St. Mary's Park,Playground,http://www.nycgovparks.org/parks/B118B/,11231
1.265,Q,"Jewel Ave., 71 Ave. bet. 163 St. and 164 St.",Emerald Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q344/,11365
72.75,Q,"Jackie Robinson Parkway bet. Bushwick Ave. and Markwood Pl., Park La.",Jackie Robinson Parkway,Parkway,http://www.nycgovparks.org/parks/Q083/,11207113751138511415
29.888,M,"W 110 St To W 123 St, Manhattan Av To Morningside Av",Morningside Park,Community Park,http://www.nycgovparks.org/parks/M056/,10026
8.834,X,"Barrett Ave., Hart St. bet. Olmstead Ave. and Zerega Ave.",Castle Hill Park,Neighborhood Park,http://www.nycgovparks.org/parks/X007/,10473
1.919,Q,34 Ave. bet. 77 St. and 78 St.,Travers Park,Playground,http://www.nycgovparks.org/parks/Q303/,11372
0.045,Q,"125 St., Austin St., 84 Dr.",Eight Oaks Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q206/,11415
0.17,X,Eagle Av bet. E 158 St and E 159 St,El Batey Borincano Garden,Garden,http://www.nycgovparks.org/parks/X313/,10456
4.359,X,Goulden Av bet. W 205 St and Sedgwick Av,Jerome Park,Neighborhood Park,http://www.nycgovparks.org/parks/X137/,10468
0.184,B,E. 4 St. between Caton Ave. and Fort Hamilton Pkwy.,E 4th Street Garden,Garden,http://www.nycgovparks.org/parks/B414/,11218
0.02,Q,Horace Harding Exwy. Sr. Rd. N. bet. Overbrook St. and 248 St.,Park,Strip,http://www.nycgovparks.org/parks/Q357F/,11362
0.004,B,"Bushwick Ave., Myrtle Ave., Willoughby Ave.",Freedom Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B037/,11221
0.027,X,S/s Cross Bronx Exwy bet. Jesup Av and Macombs Rd,Park,Strip,http://www.nycgovparks.org/parks/X148B1/,10452
0.21,X,"E. 181 St., Anthony Ave., Grand Concourse",Bergen Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X006/,10457
0.049,Q,84 St. bet. 91 Ave. and 91 Ave.,Lt. Clinton L .Whiting Square,Triangle/Plaza,http://www.nycgovparks.org/parks/Q257/,11421
0.025,X,Bruckner Exwy. bet. Zerega Ave. and the Hutchinson River Pkwy.,Park,Strip,,10465
0.032,X,Cross Bronx Exwy Service Rd N bet. Monroe Av and Topping Av,Park,Undeveloped,http://www.nycgovparks.org/parks/X148E1/,10457
0.041,Q,Roosevelt Ave. bet. National St. and 104 St.,Corona Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/Q172/,11368
0.047,Q,102 St. bet. Astoria Blvd. and 31 Ave.,Barclay Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q140/,11369
0.287,Q,115 St. bet. 14 Ave. and 14 Rd.,Playground 115,Playground,http://www.nycgovparks.org/parks/Q136/,11356
0.34,X,Bryant Av bet. Seneca Av and Garrison Ave,Bryant Hill Garden,Garden,http://www.nycgovparks.org/parks/X315/,10474
0.191,Q,"216 St., 48 Ave.",Captain Dermody Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q316/,11364
3.903,R,"Zoe St., Husson St., Naughton Ave., Seaver Ave.",Last Chance Pond Park,Nature Area,http://www.nycgovparks.org/parks/R148/,10305
0.01,Q,"Jackson Ave.,  Court Sq., 45 Ave.",McKenna Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q032/,11101
1.28,Q,Union St. bet. Barclay Ave. and Sanford Ave.,Bowne Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q308/,11355
0.63,X,"Boscobel Pl, bet. Dr MLK Jr Blvd and Undercliff Av",Bridge Playground,Playground,http://www.nycgovparks.org/parks/X148A3/,10452
0.03,X,Bailey Ave. at Sedgwick Ave.,Park,Undeveloped,http://www.nycgovparks.org/parks/X150M/,1046310468
1.277,Q,72 Ave. bet. 112 St. and Grand Central Parkway,Willow Lake Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/Q348/,11375
1.351,B,"Vandalia Ave., Schroeders Ave., bet. Walker St. and Ashford St.",Park,Neighborhood Park,,11207
1.28,X,Lafayette Ave. bet. Bolton Ave. and Underhill Ave.,Space Time Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X221/,10473
8.899,Q,"Maurice Ave., 63 St. bet. 54 Ave. and Borden Ave.",Frank Principe Park,Community Park,http://www.nycgovparks.org/parks/Q131/,11378
1.115,R,Palma Dr. bet. Targee St. and Oder Ave.,Lopez Playground,Neighborhood Park,http://www.nycgovparks.org/parks/R125/,10304
9.154,Q,"144 St., Whitestone Exwy. bet. 15 Ave. and 20 Ave.",Harvey Park,Community Park,http://www.nycgovparks.org/parks/Q089B/,11357
2.291,B,"Ave. U bet. E. 58 St., E. 59 St., and E. 60 St.",Monsignor Crawford Field,Recreational Field/Courts,http://www.nycgovparks.org/parks/B147/,11234
0.3,Q,"Glenwood St., 39 Rd.",Glenwood Landing,Triangle/Plaza,http://www.nycgovparks.org/parks/Q222/,11363
0.006,Q,53 Ave.bet. 43 St. and 44 St.,Park,Strip,http://www.nycgovparks.org/parks/Q360A/,11378
0.345,X,S/s Cross Bronx Exwy bet. Townsend Av and Jerome Av,Jerome Playground South,Recreational Field/Courts,http://www.nycgovparks.org/parks/X148C7/,10452
0.063,M,E 122 St. bet. Park Ave. and Lexington Ave.,Carolina Garden,Garden,,10035
2.2,Q,Hoyt Ave. North bet. 29 St. and 31 St.,Hoyt Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q066F/,11102
0.231,R,Rossvile Ave. and Arthur Kill Rd.,Sleight Family Graveyard,Cemetery,http://www.nycgovparks.org/parks/R157/,10309
0.46,Q,"Hoyt Ave., bet. Crescent St. and 26 St.",Triborough Bridge Playground E,Recreational Field/Courts,http://www.nycgovparks.org/parks/Q066E/,11102
0.46,Q,Hoyt Ave. bet. 23 St. and  24 St.,Triborough Bridge Playground C,Recreational Field/Courts,http://www.nycgovparks.org/parks/Q066C/,11102
0.115,M,"Hudson St., Duane St.",Duane Park,Triangle/Plaza,http://www.nycgovparks.org/parks/M025/,10013
0.013,X,E 170 St bet. Grant Av and Sheridan Av,Park,Undeveloped,http://www.nycgovparks.org/parks/X226/,10456
1.278,B,"Arberdeen St., Furman Ave. north of Bushwick Ave.",Rudd Playground State Park,Playground,http://www.nycgovparks.org/parks/B131/,11207
20.907,R,"Nelson Ave., Tennyson Dr. and Bulkhead Line",Seaside Wildlife Nature Park,Neighborhood Park,http://www.nycgovparks.org/parks/R145/,10308
0.02,Q,"Broadway, 41 Ave., 76 St.",Nine Heroes Plaza,Triangle/Plaza,http://www.nycgovparks.org/parks/Q060/,11373
0.006,R,E/s Drumgoole Rd. W. bet. Belfield Ave. and Jefferson Blvd.,Park,Strip,http://www.nycgovparks.org/parks/R103/,10312
0.724,R,Arden Ave. at Blueberry Lane,Blueberry Park,Neighborhood Park,http://www.nycgovparks.org/parks/R165/,10312
2.372,B,"Belt Pkwy., Williams Court  bet. E. 12 St. and Homecrest Ave",Homecrest Playground,Playground,http://www.nycgovparks.org/parks/B166B/,11235
0.011,Q,82 St. bet. Queens Midtown Exwy. and 58 Ave.,Park,Strip,http://www.nycgovparks.org/parks/Q360I/,1137311379
0.113,R,"SI Expressway, Slosson Ave. to Bristol Ave.",Park,Strip,http://www.nycgovparks.org/parks/R075E/,10301
0.002,Q,Behind overpass at 58 Rd. and LIE Sr. Rd. S.,Park,Strip,http://www.nycgovparks.org/parks/Q360Y2/,11378
54.1,X,Harlem River to the Saw Mill River Pkwy,Henry Hudson Parkway,Parkway,http://www.nycgovparks.org/parks/X110/,1046310471
0.091,B,Montauk Ave. between Pitkin Ave. and Belmont Ave.,Concerned Residents of Montauk Avenue,Garden,http://www.nycgovparks.org/parks/B453/,11208
0.03,Q,"LIE Exit 19, Westbound bet. 92 St. and 94 St.",Park,Strip,http://www.nycgovparks.org/parks/Q357A/,11373
4.947,B,Euclid Ave. bet. Dumont Ave. and Blake Ave.,Cypress Hills Playground,Neighborhood Park,http://www.nycgovparks.org/parks/B103/,11208
0.313,X,"Bruckner Blvd., Jackson Ave., E. 138 St.",Gouverneur Morris Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X139/,10454
0.7,X,E. 177 St. at Walton Ave.,Mount Hope Playground,Playground,http://www.nycgovparks.org/parks/X257/,10453
0.135,B,"Lee Ave., Division Ave., Roebling St.",Sobel Playground,Playground,http://www.nycgovparks.org/parks/B090/,11211
0.11,R,"Waverly Pl., Targee St.",Bedford Green,Undeveloped,http://www.nycgovparks.org/parks/R049/,10304
2.889,R,"Willard Ave., Springfield Ave., Maine Ave., Neal Dow Ave.",Westerleigh Park,Neighborhood Park,http://www.nycgovparks.org/parks/R029/,10314
16.8,B,"67 St., 66 St. bet. 4 Ave. and Ft. Hamilton Pkwy.",Leif Ericson Park,Neighborhood Park,http://www.nycgovparks.org/parks/B052/,1121911220
3.77,R,"SI Expressway, Warwick Ave., Purdy Ave., and Ingram Ave.",Ingram Woods,Nature Area,http://www.nycgovparks.org/parks/R075C/,10314
1.324,R,"Heberton Ave., Park Ave., Bennett St., Vreeland St.",Veterans Park,Neighborhood Park,http://www.nycgovparks.org/parks/R019/,10302
1.053,X,Brinsmade Ave. bet. Cross Bronx Ser. Rd. and Swinton Ave.,Bruckner Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X183/,10465
0.115,B,Hopkinson Ave. and Decatur St.,700 Decatur St Block Association,Garden,http://www.nycgovparks.org/parks/B438/,11233
1.78,R,Manor Rd. and Rockland Ave.,Manor Park,Nature Area,http://www.nycgovparks.org/parks/R166/,1030410306
1.368,X,"Castle Hill Av, Parker St",Castle Hill Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X177/,10462
1,X,St. Raymond's Ave. bet. Odell St. and Purdy St.,Caserta Playground,Jointly Operated Playground,http://www.nycgovparks.org/parks/X160/,10462
1.361,B,"Eastern Pkwy., Washington Ave., Classon Ave.",Dr. Ronald McNair Park,Neighborhood Park,http://www.nycgovparks.org/parks/B044/,11225
0.06,M,Stanton St. and Clinton St.,Clinton Community Garden (LES),Garden,http://www.nycgovparks.org/parks/M335/,10002
37.95,Q,Jamaica Bay west of Cross Bay Blvd. bet. E 1 Rd. and E. 10 Rd.,Broad Channel Wetlands,Nature Area,http://www.nycgovparks.org/parks/Q478/,11693116931169311693
0.036,Q,"Liberty Ave., 101 Ave. bet. Waltham St. and 146 St.",Norelli-Hargreaves Memorial Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q243/,11435
0.045,B,Newport St. between Bristol St. and Chester St.,Gethsemane Garden,Garden,http://www.nycgovparks.org/parks/B436/,11212
0.734,B,E. 35 St. to E. 36 St. between Fillmore Ave. and Ave. S,Hendrick I. Lott House,Historic House Park,http://www.nycgovparks.org/parks/B433/,11234
0.658,Q,Northern Blvd. bet.  Main St. and Linden Pl.,Daniel Carter Beard Mall,Triangle/Plaza,http://www.nycgovparks.org/parks/Q100A/,11354
0.149,B,Metropolitan Ave. and Orient Ave.,Orient Grove,Garden,http://www.nycgovparks.org/parks/B024/,11211
14.938,M,"East End Av To East River, E 84 St To E 90 St",Carl Schurz Park,Neighborhood Park,http://www.nycgovparks.org/parks/M081/,10028
0.565,B,"Bedford Ave., Gravesend Neck Rd., Ave. V, E. 24 St.",Galapo Playground,Playground,http://www.nycgovparks.org/parks/B209/,11229
0.197,B,Avenue H bet. Kings Hwy. and E. 49 St.,Sunners Playground,Playground,http://www.nycgovparks.org/parks/B206/,11234
0.051,Q,"Van Wyck Exwy. Sr. Rd. E., 139 St., Fooch Blvd.",Foch Sitting Area,Triangle/Plaza,http://www.nycgovparks.org/parks/Q220D/,11436
498.154,Q,Lands underwater bet. B. 2 St. and B. 73 St.,Rockaway Beach and Boardwalk,Waterfront Facility,http://www.nycgovparks.org/parks/Q162/,1169111692
0.064,Q,"68 St., the BQE bet. Woodside Ave. and 43 Ave.",Crosson Green,Triangle/Plaza,http://www.nycgovparks.org/parks/Q341E/,11377
34.689,R,Kill Van Kull and Newark Bay,Shooters Island,Nature Area,http://www.nycgovparks.org/parks/R128/,10303
0.995,X,Edgewater Rd bet. Garrison Av and Bruckner Blvd,Garrison Park,Neighborhood Park,http://www.nycgovparks.org/parks/X306/,10474
3.21,X,Noble Ave. bet. Bronx River Av and  E 177 St,Noble Playground,Playground,http://www.nycgovparks.org/parks/X123/,10460
0.206,B,Broadway and Putnam Ave.,Umoja Garden,Garden,http://www.nycgovparks.org/parks/B420/,11221
0.172,B,Glenmore Ave. and Hinsdale Ave.,TLC Sculpture Park Garden,Garden,http://www.nycgovparks.org/parks/B416/,11207
6.402,R,"SI Expressway, Hylan Blvd., Narrows Rd. S.",Bradys Pond Park,Nature Area,http://www.nycgovparks.org/parks/R075G/,10305
0.221,Q,"Murray La., Murray St. bet. 34 Ave. and 35 Ave.",Travis Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q246/,11354
0.005,Q,"Bessemer St., 116 St., 85 Ave.",Jacob Riis Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q142/,11418
0.052,B,"Village Rd. N., Ave. U bet. Van Sicklen St. and Lake St.",Lady Moody Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/B211/,11223
13.938,R,"Tompkins Ave., Bay St. bet. School Rd., North Rd.",Von Briesen Park,Neighborhood Park,http://www.nycgovparks.org/parks/R059/,10305
0.5,B,Berry St. between S. 9 St. and S. 10 St.,Epiphany Playground,Playground,http://www.nycgovparks.org/parks/B405/,11211
1.295,Q,Hoyt Ave. bet. 21 St. and 23 St.,Triborough Bridge Playground B,Playground,http://www.nycgovparks.org/parks/Q066B/,11102
1.158,B,"Carlton Ave., Fulton St., Green Ave.",Cuyler Gore Park,Neighborhood Park,http://www.nycgovparks.org/parks/B026/,11238
0.16,X,"Echo Pl. E. Tremont Ave., Grand Concourse",Echo Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X018/,10453
0.09,X,"Castlehill Ave., Watson Ave., Cross Bronx Exwy. Svc. Rd. S.",Church Triangle,Triangle/Plaza,http://www.nycgovparks.org/parks/X012/,10472
2.445,M,7 Ave. bet. W. 150 St. and W. 151 St.,Frederick Johnson Playground,Recreational Field/Courts,http://www.nycgovparks.org/parks/M159/,10039
5.593,Q,N Conduit Av-Belt Pkwy bet. 114 and 117 Sts,Southern Fields,Recreational Field/Courts,http://www.nycgovparks.org/parks/Q096B/,11420
0.599,Q,173 St. bet. 106 Ave. and 107 Ave.,William Simmons Community Garden Club,Garden,http://www.nycgovparks.org/parks/Q121A/,11433
0.119,M,E. 13 St. bet. Ave. A and Ave. B,Dias Y Flores,Garden,http://www.nycgovparks.org/parks/M337/,10009
6.02,B,83 St. to 85 St. bet. Colonial Rd. and Narrows Ave.,Fort Hamilton Athletic Field,Recreational Field/Courts,http://www.nycgovparks.org/parks/B192A/,11209
0.845,R,Sherman Ave. bet. Fort Pl. and Hendricks Ave.,Fort Hill Park,Nature Area,http://www.nycgovparks.org/parks/R158/,10301
77.181,B,"Ave Y., Bergen Ave. bet. Ave. V and Belt Pkwy.",McGuire Fields,Recreational Field/Courts,http://www.nycgovparks.org/parks/B166D/,11234
0.161,B,Shell Rd. bet. Belt Pkwy. and Shore Pkwy.,Park,Undeveloped,http://www.nycgovparks.org/parks/B523/,11224
0.388,M,E. 8 St. bet. Ave. C and Ave. D,Green Oasis and Gilbert's Garden,Garden,http://www.nycgovparks.org/parks/M311/,10009
0.169,M,E. 8 St. bet. Ave. C and Ave. D,Firemen's Memorial Garden,Garden,http://www.nycgovparks.org/parks/M310/,10009
3.474,Q,46 Ave. bet. 164 St. and 165 St.,The Olde Towne of Flushing Burial Ground,Neighborhood Park,http://www.nycgovparks.org/parks/Q017/,11358
0.171,M,W. 133 St. bet. Lenox Ave. and Adam C Powell Blvd.,Margrichante Garden,Garden,http://www.nycgovparks.org/parks/M297A/,10030
2.056,R,Little Clove Rd. bet. Windsor Rd. and Victory Blvd.,Clove's Tail,Recreational Field/Courts,http://www.nycgovparks.org/parks/R070/,10314
0.134,M,"Thompson St., Canal St., Ave. of the Americas",Grand Canal Court,Recreational Field/Courts,http://www.nycgovparks.org/parks/M222/,10013
1.226,Q,Hoyt Ave. bet. 21 St. and 23 St.,Chappetto Square,Recreational Field/Courts,http://www.nycgovparks.org/parks/Q066H/,11102
0.242,M,"Chatham Sq., Oliver St. and E. Broadway",Kimlau Square,Triangle/Plaza,http://www.nycgovparks.org/parks/M246/,10038
28.87,Q,Poppenhusen Ave. bet. 115 St. and College Pl.,Hermon A. MacNeil Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q009/,11356
0.867,Q,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 102 St. and Yellowstone Blvd.",Barrier Playground,Neighborhood Park,http://www.nycgovparks.org/parks/Q357B01/,11375
0.061,Q,"31 Ave., 51 St., 54 St.",Strippoli Square,Triangle/Plaza,http://www.nycgovparks.org/parks/Q355/,11377
3.04,Q,"Beach 12 St., Redfern Ave.",Redfern Playground,Playground,http://www.nycgovparks.org/parks/Q345/,11691
0.094,Q,"Woodside Ave., 69 St., the BQE",Crosson Park,Triangle/Plaza,http://www.nycgovparks.org/parks/Q341F/,11377
0.011,Q,43 Ave. bet. BQE and 68 St.,Park,Triangle/Plaza,http://www.nycgovparks.org/parks/Q341A/,11377
1.201,Q,106 St. bet. Atlantic Ave. and 94 Ave.,Maurice A FitzGerald Playground,Playground,http://www.nycgovparks.org/parks/Q337/,11416
3.25,Q,"Union Turnpike, Vleigh Pl., 141 St.",Judge Moses Weinstein Playground,Community Park,http://www.nycgovparks.org/parks/Q336/,11367
1.161,Q,Austin St. bet. 76 Ave. and 76 Dr.,Ehrenreich-Austin Playground,Playground,http://www.nycgovparks.org/parks/Q304/,11375
0.157,Q,"Beach Channel Dr., Cronston Ave., Beach 124 St.",Patricia A. Brackley Park,Triangle/Plaza,http://www.nycgovparks.org/parks/Q275/,11694
6.336,Q,"Van Wyck Exwy. Sr. Rd. E., 140 St. bet. 115 Ave. and 116 Ave.",Dr. Charles R. Drew Park,Recreational Field/Courts,http://www.nycgovparks.org/parks/Q220C/,11436
0.421,Q,Northern Blvd Bet. Linden Pl. and Union St.,Flushing Greens,Triangle/Plaza,http://www.nycgovparks.org/parks/Q100/,11354
1.976,B,"Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.",McLaughlin Park,Recreational Field/Courts,http://www.nycgovparks.org/parks/B061/,11201
8.09,Q,Vernon Blvd. bet. 33 Rd. and 34 Ave.,Rainey Park,Neighborhood Park,http://www.nycgovparks.org/parks/Q048/,11106
0.13,Q,"Merrick Blvd., 169 Pl., 108 Rd.",Proctor-Hopson Circle,Triangle/Plaza,http://www.nycgovparks.org/parks/Q043/,11433
